// Note : 키(ID)와 내용은 반드시 탭으로 구분되어야 합니다.
//
IN_000_000	Swords [Dex]
IN_452_142	ⓢParty Dress (F) B (Top)(7D)
IN_452_143	ⓢParty Dress (F) B (Bottom)(7D)
IN_452_144	ⓢParty Dress (F) B (Shoes)(7D)
IN_452_145	ⓢParty Dress (F) C Set(7D)
IN_452_146	ⓢParty Dress (F) C (Top)(7D)
IN_452_147	ⓢParty Dress (F) C (Bottom)(7D)
IN_452_148	ⓢParty Dress (F) C (Shoes)(7D)
IN_452_149	ⓢSpecial Bike Costume Box
IN_452_150	ⓢBike Cowboy A Set (7D)
IN_452_151	ⓢBike Cowboy A (Top)(7D)
IN_452_152	ⓢBike Cowboy A (Helmet)(7D)
IN_452_153	ⓢBike Cowboy A (Bottom)(7D)
IN_452_154	ⓢBike Cowboy A (Gloves)(7D)
IN_452_155	ⓢBike Cowboy A (Shoes)(7D)
IN_452_156	ⓢBike Cowboy B Set (7D)
IN_452_157	ⓢBike Cowboy B (Top)(7D)
IN_452_158	ⓢBike Cowboy B (Helmet)(7D)
IN_452_159	ⓢBike Cowboy B (Bottom)(7D)
IN_452_160	ⓢBike Cowboy B (Gloves)(7D)
IN_452_161	ⓢBike Cowboy B (Shoes)(7D)
IN_452_162	ⓢBike Cowboy C Set (7D)
IN_452_163	ⓢBike Cowboy C (Top)(7D)
IN_452_164	ⓢBike Cowboy C (Helmet)(7D)
IN_452_165	ⓢBike Cowboy C (Bottom)(7D)
IN_452_166	ⓢBike Cowboy C (Gloves)(7D)
IN_452_167	ⓢBike Cowboy C (Shoes)(7D)
IN_452_168	ⓢSpecial Rare Costume Box
IN_452_169	ⓢI-Ran Man Suit - Classic Set (7D)
IN_452_170	ⓢI-Ran Man Suit - Classic (Helmet) (7D)
IN_452_171	ⓢI-Ran Man Suit - Classic (Top) (7D)
IN_452_172	ⓢI-Ran Man Suit - Classic (Bottom) (7D)
IN_452_173	ⓢI-Ran Man Suit - Classic (Gloves) (7D)
IN_452_174	ⓢI-Ran Man Suit - Classic (Shoes) (7D)
IN_452_175	ⓢNinja Suit - Snow White Set (7D)
IN_452_176	ⓢNinja Suit - Snow White(Top) (90D)
IN_452_177	ⓢNinja Suit - Snow White(Mask) (90D)
IN_452_178	ⓢNinja Suit - Snow White(Pants) (90D)
IN_452_179	ⓢNinja Suit - Snow White(Gloves) (90D)
IN_452_180	ⓢNinja Suit - Snow White(Boots) (90D)
IN_452_181	ⓢPirate Costume Gift Box (7D)
IN_452_182	ⓢPirate Hat (7D)
IN_452_183	ⓢPirate Top (7D)
IN_452_184	ⓢPirate Gloves (7D)
IN_452_185	ⓢPirate Pants (7D)
IN_452_186	ⓢPirate Boots (7D)
IN_452_187	ⓢBurr(4)Burr(4)
IN_452_188	ⓢFine Burr(2)
IN_452_189	ⓢProtection Potion(4)
IN_452_190	ⓢLuxury Protection Potion(2)
IN_452_191	ⓢChaos Engine (7D)
IN_452_192	ⓢHybrid Engine (7D)
IN_452_193	ⓢJet Engine (7D)
IN_452_194	ⓢCircle Eye Handle (7D)
IN_452_195	ⓢHalogen Handle (7D)
IN_452_196	ⓢSignal Handle (7D)
IN_452_197	ⓢStreet Tire A (7D)
IN_452_198	ⓢSports Tire A (7D)
IN_452_199	ⓢDouble Tire A (7D)
IN_452_200	ⓢEvolution Beta B (7D)
IN_452_201	ⓢEvolution Normal B (7D)
IN_452_202	ⓢEvolution Zero B (7D)
IN_453_000	Dyeable Enhance Effect Costume
IN_453_001	[Dyeable] Summer Passion M(Shirt)(1D)
IN_453_002	[Dyeable] Summer Passion M(Pant)(1D)
IN_453_003	[Dyeable] Summer Passion M(Shoe)(1D)
IN_453_004	[Dyeable] Musician Wear(Shirt)(1D)
IN_453_005	[Dyeable] Musician Wear(Pant)(1D)
IN_453_006	[Dyeable] Musician Wear(Shoe)(1D)
IN_453_007	[Dyeable] Apple Pie Wear(Shirt)(1D)
IN_453_008	[Dyeable] Apple Pie Wear(Pant)(1D)
IN_453_009	[Dyeable] Apple Pie Wear(Shoe)(1D)
IN_453_010	[Dyeable] Caribbean Wear(Shirt)(1D)
IN_453_011	[Dyeable] Caribbean Wear(Pant)(1D)
IN_453_012	[Dyeable] Caribbean Wear(Shoe)(1D)
IN_453_013	[Dyeable] Punk Style Wear(Shirt)(1D)
IN_453_014	[Dyeable] Punk Style Wear(Pant)(1D)
IN_453_015	[Dyeable] Punk Style Wear(Shoe)(1D)
IN_453_016	[Dyeable] Mediterranean Stylish(Shirt)(1D)
IN_453_017	[Dyeable] Mediterranean Stylish(Pant)(1D)
IN_453_018	[Dyeable] Mediterranean Stylish(Shoe)(1D)
IN_453_019	[Dyeable] Summer Passion F(Shirt)(1D)
IN_453_020	[Dyeable] Summer Passion F(Pant)(1D)
IN_453_021	[Dyeable] Summer Passion F(Shoe)(1D)
IN_453_022	[Dyeable] Phantom Wear(Shirt)(1D)
IN_453_023	[Dyeable] Phantom Wear(Pants)(1D)
IN_453_024	[Dyeable] Phantom Wear(Shoe)(1D)
IN_453_025	[Dyeable] Pinky Wear(Shirt)(1D)
IN_453_026	[Dyeable] Pinky Wear(Pant)(1D)
IN_453_027	[Dyeable] Pinky Wear(Shoe)(1D)
IN_453_028	[Dyeable] Bohemia Stylish(Shirt)(1D)
IN_453_029	[Dyeable] Bohemia Stylish(Pant)(1D)
IN_453_030	[Dyeable] Bohemia Stylish(Shoe)(1D)
IN_453_031	[Dyeable] Summer Fervor Wear(Shirt)(1D)
IN_453_032	[Dyeable] Summer Fervor Wear(Pant)(1D)
IN_453_033	[Dyeable] Summer Fervor Wear(Shoe)(1D)
IN_453_034	[Dyeable] Dynamic Wear M(Shirt)(1D)
IN_453_035	[Dyeable] Dynamic Wear M(Pant)(1D)
IN_453_036	[Dyeable] Dynamic Wear M(Shoe)(1D)
IN_453_037	[Dyeable] Neighborhood Wear M(Shirt)(1D)
IN_453_038	[Dyeable] Neighborhood Wear M(Pant)(1D)
IN_453_039	[Dyeable] Neighborhood Wear M(Shoe)(1D)
IN_453_040	[Dyeable] Casual Combat Wear M(Shirt)(1D)
IN_453_041	[Dyeable] Casual Combat Wear M(Pant)(1D)
IN_453_042	[Dyeable] Casual Combat Wear M(Shoe)(1D)
IN_453_043	[Dyeable] Dynamic Wear F(Shirt)(1D)
IN_453_044	[Dyeable] Dynamic Wear F(Pant)(1D)
IN_453_045	[Dyeable] Dynamic Wear F(Shoe)(1D)
IN_453_046	[Dyeable] Neighborhood Suit F(Shirt)(1D)
IN_453_047	[Dyeable] Neighborhood Suit F(Pant)(1D)
IN_453_048	[Dyeable] Neighborhood Suit F(Shoe)(1D)
IN_453_049	[Dyeable] Casual Combat Wear F(Shirt)(1D)
IN_453_050	[Dyeable] Casual Combat Wear F(Pant)(1D)
IN_453_051	[Dyeable] Casual Combat Wear F(Shoe)(1D)
IN_453_052	[Dyeable] Salimoon Wear(Shirt)(1D)
IN_453_053	[Dyeable] Salimoon Wear(Skirt)(1D)
IN_453_054	[Dyeable] Salimoon Wear(Shoe)(1D)
IN_453_055	[Dyeable] Summer Passion M(1D)
IN_453_056	[Dyeable] Musician Wear M(1D)
IN_453_057	[Dyeable] Apple Pie Wear M(1D)
IN_453_058	[Dyeable] Caribbean Wear M(1D)
IN_453_059	[Dyeable] Punk Style Wear M(1D)
IN_453_060	[Dyeable] Mediterranean Stylish M(1D)
IN_453_061	[Dyeable] Dynamic Wear M(1D)
IN_453_062	[Dyeable] Neighborhood Wear M(1D)
IN_453_063	[Dyeable] Casual Combat Wear M(1D)
IN_453_064	[Dyeable] Summer Passion F(1D)
IN_453_065	[Dyeable] Phantom Wear F(1D)
IN_453_066	[Dyeable] Pinky Wear F(1D)
IN_453_067	[Dyeable] Bohemia Stylish F(1D)
IN_453_068	[Dyeable] Summer Fervor F(1D)
IN_453_069	[Dyeable] Dynamic Wear F(1D)
IN_453_070	[Dyeable] Neighborhood Suit F(1D)
IN_453_071	[Dyeable] Casual Combat Wear F(1D)
IN_453_072	[Dyeable] Salimoon Wear F(1D)
IN_453_073	[Dyeable] Summer Passion M(Shirt)(7D)
IN_453_074	[Dyeable] Summer Passion M(Pant)(7D)
IN_453_075	[Dyeable] Summer Passion M(Shoe)(7D)
IN_453_076	[Dyeable] Musician Wear(Shirt)(7D)
IN_453_077	[Dyeable] Musician Wear(Pant)(7D)
IN_453_078	[Dyeable] Musician Wear(Shoe)(7D)
IN_453_079	[Dyeable] Apple Pie Wear(Shirt)(7D)
IN_453_080	[Dyeable] Apple Pie Wear(Pant)(7D)
IN_453_081	[Dyeable] Apple Pie Wear(Shoe)(7D)
IN_453_082	[Dyeable] Caribbean Wear(Shirt)(7D)
IN_453_083	[Dyeable] Caribbean Wear(Pant)(7D)
IN_453_084	[Dyeable] Caribbean Wear(Shoe)(7D)
IN_453_085	[Dyeable] Punk Style Wear(Shirt)(7D)
IN_453_086	[Dyeable] Punk Style Wear(Pant)(7D)
IN_453_087	[Dyeable] Punk Style Wear(Shoe)(7D)
IN_453_088	[Dyeable] Mediterranean Stylish(Shirt)(7D)
IN_453_089	[Dyeable] Mediterranean Stylish(Pant)(7D)
IN_453_090	[Dyeable] Mediterranean Stylish(Shoe)(7D)
IN_453_091	[Dyeable] Summer Passion F(Shirt)(7D)
IN_453_092	[Dyeable] Summer Passion F(Pant)(7D)
IN_453_093	[Dyeable] Summer Passion F(Shoe)(7D)
IN_453_094	[Dyeable] Phantom Wear(Shirt)(7D)
IN_453_095	[Dyeable] Phantom Wear(Pants)(7D)
IN_453_096	[Dyeable] Phantom Wear(Shoe)(7D)
IN_453_097	[Dyeable] Pinky Wear(Shirt)(7D)
IN_453_098	[Dyeable] Pinky Wear(Pant)(7D)
IN_453_099	[Dyeable] Pinky Wear(Shoe)(7D)
IN_453_100	[Dyeable] Bohemia Stylish(Shirt)(7D)
IN_453_101	[Dyeable] Bohemia Stylish(Pant)(7D)
IN_453_102	[Dyeable] Bohemia Stylish(Shoe)(7D)
IN_453_103	[Dyeable] Summer Fervor Wear(Shirt)(7D)
IN_453_104	[Dyeable] Summer Fervor Wear(Pant)(7D)
IN_453_105	[Dyeable] Summer Fervor Wear(Shoe)(7D)
IN_453_106	[Dyeable] Dynamic Wear M(Shirt)(7D)
IN_453_107	[Dyeable] Dynamic Wear M(Pant)(7D)
IN_453_108	[Dyeable] Dynamic Wear M(Shoe)(7D)
IN_453_109	[Dyeable] Neighborhood Wear M(Shirt)(7D)
IN_453_110	[Dyeable] Neighborhood Wear M(Pant)(7D)
IN_453_111	[Dyeable] Neighborhood Wear M(Shoe)(7D)
IN_453_112	[Dyeable] Casual Combat Wear M(Shirt)(7D)
IN_453_113	[Dyeable] Casual Combat Wear M(Pant)(7D)
IN_453_114	[Dyeable] Casual Combat Wear M(Shoe)(7D)
IN_453_115	[Dyeable] Dynamic Wear F(Shirt)(7D)
IN_453_116	[Dyeable] Dynamic Wear F(Pant)(7D)
IN_453_117	[Dyeable] Dynamic Wear F(Shoe)(7D)
IN_453_118	[Dyeable] Neighborhood Suit F(Shirt)(7D)
IN_453_119	[Dyeable] Neighborhood Suit F(Pant)(7D)
IN_453_120	[Dyeable] Neighborhood Suit F(Shoe)(7D)
IN_453_121	[Dyeable] Casual Combat Wear F(Shirt)(7D)
IN_453_122	[Dyeable] Casual Combat Wear F(Pant)(7D)
IN_453_123	[Dyeable] Casual Combat Wear F(Shoe)(7D)
IN_453_124	[Dyeable] Salimoon Wear(Shirt)(7D)
IN_453_125	[Dyeable] Salimoon Wear(Skirt)(7D)
IN_453_126	[Dyeable] Salimoon Wear(Shoe)(7D)
IN_453_127	[Dyeable] Summer Passion M(7D)
IN_453_128	[Dyeable] Musician Wear M(7D)
IN_453_129	[Dyeable] Apple Pie Wear M(7D)
IN_453_130	[Dyeable] Caribbean Wear M(7D)
IN_453_131	[Dyeable] Punk Style Wear M(7D)
IN_453_132	[Dyeable] Mediterranean Stylish M(7D)
IN_453_133	[Dyeable] Dynamic Wear M(7D)
IN_453_134	[Dyeable] Neighborhood Wear M(7D)
IN_453_135	[Dyeable] Casual Combat Wear M(7D)
IN_453_136	[Dyeable] Summer Passion F(7D)
IN_453_137	[Dyeable] Phantom Wear F(7D)
IN_453_138	[Dyeable] Pinky Wear F(7D)
IN_453_139	[Dyeable] Bohemia Stylish F(7D)
IN_453_140	[Dyeable] Summer Fervor F(7D)
IN_453_141	[Dyeable] Dynamic Wear F(7D)
IN_453_142	[Dyeable] Neighborhood Suit F(7D)
IN_453_143	[Dyeable] Casual Combat Wear F(7D)
IN_453_144	[Dyeable] Salimoon Wear F(7D)
IN_453_145	[Dyeable] Summer Passion M(Shirt)(15D)
IN_453_146	[Dyeable] Summer Passion M(Pant)(15D)
IN_453_147	[Dyeable] Summer Passion M(Shoe)(15D)
IN_453_148	[Dyeable] Musician Wear(Shirt)(15D)
IN_453_149	[Dyeable] Musician Wear(Pant)(15D)
IN_453_150	[Dyeable] Musician Wear(Shoe)(15D)
IN_453_151	[Dyeable] Apple Pie Wear(Shirt)(15D)
IN_453_152	[Dyeable] Apple Pie Wear(Pant)(15D)
IN_453_153	[Dyeable] Apple Pie Wear(Shoe)(15D)
IN_453_154	[Dyeable] Caribbean Wear(Shirt)(15D)
IN_453_155	[Dyeable] Caribbean Wear(Pant)(15D)
IN_453_156	[Dyeable] Caribbean Wear(Shoe)(15D)
IN_453_157	[Dyeable] Punk Style Wear(Shirt)(15D)
IN_453_158	[Dyeable] Punk Style Wear(Pant)(15D)
IN_453_159	[Dyeable] Punk Style Wear(Shoe)(15D)
IN_453_160	[Dyeable] Mediterranean Stylish(Shirt)(15D)
IN_453_161	[Dyeable] Mediterranean Stylish(Pant)(15D)
IN_453_162	[Dyeable] Mediterranean Stylish(Shoe)(15D)
IN_453_163	[Dyeable] Summer Passion F(Shirt)(15D)
IN_453_164	[Dyeable] Summer Passion F(Pant)(15D)
IN_453_165	[Dyeable] Summer Passion F(Shoe)(15D)
IN_453_166	[Dyeable] Phantom Wear(Shirt)(15D)
IN_453_167	[Dyeable] Phantom Wear(Pants)(15D)
IN_453_168	[Dyeable] Phantom Wear(Shoe)(15D)
IN_453_169	[Dyeable] Pinky Wear(Shirt)(15D)
IN_453_170	[Dyeable] Pinky Wear(Pant)(15D)
IN_453_171	[Dyeable] Pinky Wear(Shoe)(15D)
IN_453_172	[Dyeable] Bohemia Stylish(Shirt)(15D)
IN_453_173	[Dyeable] Bohemia Stylish(Pant)(15D)
IN_453_174	[Dyeable] Bohemia Stylish(Shoe)(15D)
IN_453_175	[Dyeable] Summer Fervor Wear(Shirt)(15D)
IN_453_176	[Dyeable] Summer Fervor Wear(Pant)(15D)
IN_453_177	[Dyeable] Summer Fervor Wear(Shoe)(15D)
IN_453_178	[Dyeable] Dynamic Wear M(Shirt)(15D)
IN_453_179	[Dyeable] Dynamic Wear M(Pant)(15D)
IN_453_180	[Dyeable] Dynamic Wear M(Shoe)(15D)
IN_453_181	[Dyeable] Neighborhood Wear M(Shirt)(15D)
IN_453_182	[Dyeable] Neighborhood Wear M(Pant)(15D)
IN_453_183	[Dyeable] Neighborhood Wear M(Shoe)(15D)
IN_453_184	[Dyeable] Casual Combat Wear M(Shirt)(15D)
IN_453_185	[Dyeable] Casual Combat Wear M(Pant)(15D)
IN_453_186	[Dyeable] Casual Combat Wear M(Shoe)(15D)
IN_453_187	[Dyeable] Dynamic Wear F(Shirt)(15D)
IN_453_188	[Dyeable] Dynamic Wear F(Pant)(15D)
IN_453_189	[Dyeable] Dynamic Wear F(Shoe)(15D)
IN_453_190	[Dyeable] Neighborhood Suit F(Shirt)(15D)
IN_453_191	[Dyeable] Neighborhood Suit F(Pant)(15D)
IN_453_192	[Dyeable] Neighborhood Suit F(Shoe)(15D)
IN_453_193	[Dyeable] Casual Combat Wear F(Shirt)(15D)
IN_453_194	[Dyeable] Casual Combat Wear F(Pant)(15D)
IN_453_195	[Dyeable] Casual Combat Wear F(Shoe)(15D)
IN_453_196	[Dyeable] Salimoon Wear(Shirt)(15D)
IN_453_197	[Dyeable] Salimoon Wear(Skirt)(15D)
IN_453_198	[Dyeable] Salimoon Wear(Shoe)(15D)
IN_453_199	[Dyeable] Summer Passion M(15D)
IN_453_200	[Dyeable] Musician Wear M(15D)
IN_453_201	[Dyeable] Apple Pie Wear M(15D)
IN_453_202	[Dyeable] Caribbean Wear M(15D)
IN_453_203	[Dyeable] Punk Style Wear M(15D)
IN_453_204	[Dyeable] Mediterranean Stylish M(15D)
IN_453_205	[Dyeable] Dynamic Wear M(15D)
IN_453_206	[Dyeable] Neighborhood Wear M(15D)
IN_453_207	[Dyeable] Casual Combat Wear M(15D)
IN_453_208	[Dyeable] Summer Passion F(15D)
IN_453_209	[Dyeable] Phantom Wear F(15D)
IN_453_210	[Dyeable] Pinky Wear F(15D)
IN_453_211	[Dyeable] Bohemia Stylish F(15D)
IN_453_212	[Dyeable] Summer Fervor F(15D)
IN_453_213	[Dyeable] Dynamic Wear F(15D)
IN_453_214	[Dyeable] Neighborhood Suit F(15D)
IN_453_215	[Dyeable] Casual Combat Wear F(15D)
IN_453_216	[Dyeable] Salimoon Wear F(15D)
IN_453_217	[Dyeable] Summer Passion M(Shirt)(30D)
IN_453_218	[Dyeable] Summer Passion M(Pant)(30D)
IN_453_219	[Dyeable] Summer Passion M(Shoe)(30D)
IN_453_220	[Dyeable] Musician Wear(Shirt)(30D)
IN_453_221	[Dyeable] Musician Wear(Pant)(30D)
IN_453_222	[Dyeable] Musician Wear(Shoe)(30D)
IN_453_223	[Dyeable] Apple Pie Wear(Shirt)(30D)
IN_453_224	[Dyeable] Apple Pie Wear(Pant)(30D)
IN_453_225	[Dyeable] Apple Pie Wear(Shoe)(30D)
IN_453_226	[Dyeable] Caribbean Wear(Shirt)(30D)
IN_453_227	[Dyeable] Caribbean Wear(Pant)(30D)
IN_453_228	[Dyeable] Caribbean Wear(Shoe)(30D)
IN_453_229	[Dyeable] Punk Style Wear(Shirt)(30D)
IN_453_230	[Dyeable] Punk Style Wear(Pant)(30D)
IN_453_231	[Dyeable] Punk Style Wear(Shoe)(30D)
IN_453_232	[Dyeable] Mediterranean Stylish(Shirt)(30D)
IN_453_233	[Dyeable] Mediterranean Stylish(Pant)(30D)
IN_453_234	[Dyeable] Mediterranean Stylish(Shoe)(30D)
IN_453_235	[Dyeable] Summer Passion F(Shirt)(30D)
IN_453_236	[Dyeable] Summer Passion F(Pant)(30D)
IN_453_237	[Dyeable] Summer Passion F(Shoe)(30D)
IN_453_238	[Dyeable] Phantom Wear(Shirt)(30D)
IN_453_239	[Dyeable] Phantom Wear(Pants)(30D)
IN_453_240	[Dyeable] Phantom Wear(Shoe)(30D)
IN_453_241	[Dyeable] Pinky Wear(Shirt)(30D)
IN_453_242	[Dyeable] Pinky Wear(Pant)(30D)
IN_453_243	[Dyeable] Pinky Wear(Shoe)(30D)
IN_453_244	[Dyeable] Bohemia Stylish(Shirt)(30D)
IN_453_245	[Dyeable] Bohemia Stylish(Pant)(30D)
IN_453_246	[Dyeable] Bohemia Stylish(Shoe)(30D)
IN_453_247	[Dyeable] Summer Fervor Wear(Shirt)(30D)
IN_453_248	[Dyeable] Summer Fervor Wear(Pant)(30D)
IN_453_249	[Dyeable] Summer Fervor Wear(Shoe)(30D)
IN_453_250	[Dyeable] Dynamic Wear M(Shirt)(30D)
IN_453_251	[Dyeable] Dynamic Wear M(Pant)(30D)
IN_453_252	[Dyeable] Dynamic Wear M(Shoe)(30D)
IN_453_253	[Dyeable] Neighborhood Wear M(Shirt)(30D)
IN_453_254	[Dyeable] Neighborhood Wear M(Pant)(30D)
IN_453_255	[Dyeable] Neighborhood Wear M(Shoe)(30D)
IN_453_256	[Dyeable] Casual Combat Wear M(Shirt)(30D)
IN_453_257	[Dyeable] Casual Combat Wear M(Pant)(30D)
IN_453_258	[Dyeable] Casual Combat Wear M(Shoe)(30D)
IN_453_259	[Dyeable] Dynamic Wear F(Shirt)(30D)
IN_453_260	[Dyeable] Dynamic Wear F(Pant)(30D)
IN_453_261	[Dyeable] Dynamic Wear F(Shoe)(30D)
IN_453_262	[Dyeable] Neighborhood Suit F(Shirt)(30D)
IN_453_263	[Dyeable] Neighborhood Suit F(Pant)(30D)
IN_453_264	[Dyeable] Neighborhood Suit F(Shoe)(30D)
IN_453_265	[Dyeable] Casual Combat Wear F(Shirt)(30D)
IN_453_266	[Dyeable] Casual Combat Wear F(Pant)(30D)
IN_453_267	[Dyeable] Casual Combat Wear F(Shoe)(30D)
IN_453_268	[Dyeable] Salimoon Wear(Shirt)(30D)
IN_453_269	[Dyeable] Salimoon Wear(Skirt)(30D)
IN_453_270	[Dyeable] Salimoon Wear(Shoe)(30D)
IN_453_271	[Dyeable] Summer Passion M(30D)
IN_453_272	[Dyeable] Musician Wear M(30D)
IN_453_273	[Dyeable] Apple Pie Wear M(30D)
IN_453_274	[Dyeable] Caribbean Wear M(30D)
IN_453_275	[Dyeable] Punk Style Wear M(30D)
IN_453_276	[Dyeable] Mediterranean Stylish M(30D)
IN_453_277	[Dyeable] Dynamic Wear M(30D)
IN_453_278	[Dyeable] Neighborhood Wear M(30D)
IN_453_279	[Dyeable] Casual Combat Wear M(30D)
IN_453_280	[Dyeable] Summer Passion F(30D)
IN_453_281	[Dyeable] Phantom Wear F(30D)
IN_453_282	[Dyeable] Pinky Wear F(30D)
IN_453_283	[Dyeable] Bohemia Stylish F(30D)
IN_453_284	[Dyeable] Summer Fervor F(30D)
IN_453_285	[Dyeable] Dynamic Wear F(30D)
IN_453_286	[Dyeable] Neighborhood Suit F(30D)
IN_453_287	[Dyeable] Casual Combat Wear F(30D)
IN_453_288	[Dyeable] Salimoon Wear F(30D)
IN_454_000	GS_ServerDown Compensation
IN_454_001	Destiny Randam Box (Bonus)
IN_454_002	Destiny Randam Box (Bonus)[3EA]
IN_454_003	Destiny Box
IN_454_004	Destiny Box
IN_454_005	Destiny Box
IN_454_006	Destiny Box
IN_454_007	Destiny Box
IN_454_008	Destiny Box
IN_454_009	Lunch Box - Attack (Bonus)
IN_454_010	Thanks hat of RAN (1H)
IN_454_011	Thanks hat of RAN (3H)
IN_454_012	Thanks hat of RAN (6H)
IN_454_013	Sorry Box
IN_454_014	Very Sorry Box
IN_454_015	Terribly Sorry Box
IN_454_016	No more Assert Error Box
IN_454_017	Super Lunch Box - A&E
IN_454_018	Super Lunch Box - D&E
IN_455_000	Capsule Shop Items
IN_455_001	Premium Destiny Box
IN_455_002	Premium Destiny Box[3EA]
IN_455_003	Destiny Box
IN_455_004	Destiny Box
IN_455_005	Destiny Box
IN_455_006	Destiny Box
IN_455_007	Destiny Box
IN_455_008	Destiny Box
IN_455_009	Premium Inventory Expansion
IN_455_010	Chicken Costume [1D]
IN_455_011	Chicken Costume Hat [1D]
IN_455_012	Chicken Costume Top [1D]
IN_455_013	Chicken Costume Pants [1D]
IN_455_014	Chicken Costume Gloves [1D]
IN_455_015	Chicken Costume Boots [1D]
IN_455_016	Puppy Costume [1D]
IN_455_017	Puppy Costume Hat [1D]
IN_455_018	Puppy Costume Top [1D]
IN_455_019	Puppy Costume Pants [1D]
IN_455_020	Puppy Costume Gloves [1D]
IN_455_021	Puppy Costume Boots [1D]
IN_455_022	Red Wine
IN_455_023	Red Wine Box [500]
IN_455_024	Chipped Ruby [1D]
IN_455_025	Chipped Sapphire [1D]
IN_455_026	Funny Weapon Costume (Swordsman) [1D]
IN_455_027	Funny Weapon Costume (Archer) [1D]
IN_455_028	Funny Weapon Costume (Brawler) [1D]
IN_455_029	Funny Weapon Costume (Shaman) [1D]
IN_455_030	Funny Weapon Costume Gun (Scientist) [1D]
IN_455_031	Funny Weapon Costume Portal Gun (Scientist) [1D]
IN_455_032	Marching Band Hat(30D)
IN_455_033	Fedora(30D)
IN_455_034	Tattoo Swim Suit (Male)
IN_455_035	Tattoo Swim Suit (Male) Top (30D)
IN_455_036	Tattoo Swim Suit (Male) Pants(30D)
IN_455_037	Tattoo Swim Suit (Male) Gloves(30D)
IN_455_038	Tattoo Swim Suit (Male) Boots(30D)
IN_455_039	Tattoo Swim Suit (Female)
IN_455_040	Tattoo Swim Suit (Female) Top(30D)
IN_455_041	Tattoo Swim Suit (Female) Pants(30D)
IN_455_042	Tattoo Swim Suit (Female) Gloves(30D)
IN_455_043	Tattoo Swim Suit (Female) Boots(30D)
IN_455_044	Pet Pixie Box
IN_455_045	Pet Panther Box
IN_455_046	Pet Fox Box
IN_455_047	Flawless Ruby
IN_455_048	Flawless Sapphire
IN_455_049	Heaven's Wings
IN_455_050	Finest Range Coating Oil (+1 ~ +2)
IN_455_051	Finest Range Grindstone (+1 ~ +2)
IN_455_052	Special Hero's Rake Scythe
IN_455_053	Special Hero's Havoc Dual Blade
IN_455_054	Special Hero's Crimson Shuriken
IN_455_055	Hero's Scythe Pack
IN_455_056	Hero's Dual Blade Pack
IN_455_057	Hero's Shuriken Pack
IN_455_058	<Limited Edition> X-Mas Costume (M)
IN_455_059	<Limited Edition> 2012 X-Mas Hat (M)
IN_455_060	<Limited Edition> 2012 X-Mas Top (M)
IN_455_061	<Limited Edition> 2012 X-Mas Pants (M)
IN_455_062	<Limited Edition> 2012 X-Mas Gloves (M)
IN_455_063	<Limited Edition> 2012 X-Mas Boots (M)
IN_455_064	<Limited Edition> X-Mas Costume (F)
IN_455_065	<Limited Edition> 2012 X-Mas Hat (F)
IN_455_066	<Limited Edition> 2012 X-Mas Top (F)
IN_455_067	<Limited Edition> 2012 X-Mas Pants (F)
IN_455_068	<Limited Edition> 2012 X-Mas Gloves (F)
IN_455_069	<Limited Edition> 2012 X-Mas Boots (F)
IN_455_070	<Limited Edition> X-Mas Costume (M)[3D]
IN_455_071	<Limited Edition> 2012 X-Mas Hat (M)[3D]
IN_455_072	<Limited Edition> 2012 X-Mas Top (M)[3D]
IN_455_073	<Limited Edition> 2012 X-Mas Pants (M)[3D]
IN_455_074	<Limited Edition> 2012 X-Mas Gloves (M)[3D]
IN_455_075	<Limited Edition> 2012 X-Mas Boots (M)[3D]
IN_455_076	<Limited Edition> X-Mas Costume (F)[3D]
IN_455_077	<Limited Edition> 2012 X-Mas Hat (F)[3D]
IN_455_078	<Limited Edition> 2012 X-Mas Top (F)[3D]
IN_455_079	<Limited Edition> 2012 X-Mas Pants (F)[3D]
IN_455_080	<Limited Edition> 2012 X-Mas Gloves (F)[3D]
IN_455_081	<Limited Edition> 2012 X-Mas Boots (F)[3D]
IN_455_082	Costume hidden Capsule
IN_455_083	Hangang Style costume (Capsule)
IN_455_084	Hangang Style Jacket (365D)
IN_455_085	Hangang Style Bottom (365D)
IN_455_086	Hangang Style Shoes (365D)
IN_455_087	Hangang Style hands (365D)
IN_455_088	Dark Skull (Capsule)
IN_455_089	Dark Skull Top (365D)
IN_455_090	Dark Skull Bottom (365D)
IN_455_091	Dark Skull Gloves (365D)
IN_455_092	Dark Skull Shoes (365D)
IN_455_093	Dark Skull Mask (365D)
IN_455_094	Wings of Light (Capsule)
IN_455_095	Radiant Horn (365D)
IN_455_096	Wings of Light Armor (365D)
IN_455_097	Wings of Light Pants (365D)
IN_455_098	Wings of Light Boots (365D)
IN_455_099	Tattoo Costume (M)(Capsule)
IN_455_100	Tattoo Costume Top (M) (365D)
IN_455_101	Tattoo Costume Bottom (M) (365D)
IN_455_102	Tattoo Costume Shoes (M) (365D)
IN_455_103	Tattoo Costume Sun Glasses (M) (365D)
IN_455_104	Tattoo Costume (W)(Capsule)
IN_455_105	Tattoo Costume Top (W) (365D)
IN_455_106	Tattoo Costume Bottom (W) (365D)
IN_455_107	Tattoo Costume Shoes (W) (365D)
IN_455_108	Tattoo Costume Sun Glasses (W) (365D)
IN_455_109	Refreshing Style Costume (Capsule)
